ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
2853,444.9,531.2,514.3,409.7,440.0
2854,624.5,692.2,640.8,680.4,720.0
2855,521.2,618.5,590.0,709.3,560.0
2856,483.8,587.1,584.1,674.6,680.0
2857,470.9,604.5,553.1,507.1,420.0
2858,525.5,615.4,553.6,377.7,340.0
2859,525.1,605.3,564.1,669.4,640.0
2860,401.7,444.4,504.1,492.0,400.0
2861,415.3,559.4,541.0,535.8,520.0
2862,545.7,625.5,579.2,477.6,880.0
2863,498.9,691.3,603.8,441.1,800.0
2864,422.2,576.7,450.5,387.7,300.0
2865,446.7,602.2,483.5,496.2,480.0
2866,457.0,539.8,475.9,442.9,300.0
2867,577.4,643.2,591.1,596.8,620.0
2868,597.3,713.6,596.3,714.5,760.0
2869,654.7,689.1,574.8,731.9,920.0
2870,482.4,539.8,437.6,551.0,440.0
2871,414.7,453.7,536.9,466.5,560.0
2872,476.2,629.9,524.8,461.9,360.0
2873,429.6,543.8,541.7,501.3,300.0
2874,555.2,495.4,517.9,547.5,560.0
2875,565.3,591.5,586.2,518.7,620.0
2876,470.7,614.3,533.4,448.4,300.0
2877,469.4,560.0,457.0,497.2,340.0
2878,771.1,739.3,699.1,898.0,480.0
2879,455.6,619.3,503.9,464.1,640.0
2880,534.7,590.5,544.4,478.3,540.0
2881,473.6,405.5,526.5,519.9,720.0
2882,537.2,621.5,561.8,537.3,580.0
2883,509.2,406.9,435.7,528.7,540.0
2884,549.1,649.6,595.3,616.6,540.0
2885,436.7,449.1,458.8,436.5,340.0
2886,624.8,662.1,614.3,712.4,560.0
2887,520.8,458.6,396.7,465.0,540.0
2888,482.4,589.3,558.1,495.4,620.0
2889,574.4,665.8,582.7,750.0,720.0
2890,640.8,647.8,636.8,739.4,600.0
2891,498.9,529.7,538.7,588.4,480.0
2892,468.9,578.1,578.0,568.5,360.0
2893,431.7,522.7,394.4,517.3,320.0
2894,432.0,475.3,409.0,553.6,440.0
2895,662.9,700.5,635.7,876.7,880.0
2896,576.1,605.0,577.3,681.7,640.0
2897,606.7,612.1,569.3,536.9,580.0
2898,390.7,449.1,429.8,422.7,320.0
2899,531.4,594.7,494.7,435.5,660.0
2900,533.4,597.9,522.9,543.9,320.0
2901,466.5,606.0,471.3,459.1,720.0
2902,462.5,637.5,603.5,632.6,760.0
2903,490.9,492.9,487.2,479.0,440.0
2904,563.4,631.7,564.6,541.0,620.0
2905,560.3,670.4,604.7,436.2,580.0
2906,439.6,598.6,603.2,522.3,660.0
2907,546.5,603.5,554.3,608.3,660.0
2908,467.9,502.4,508.3,386.1,480.0
2909,515.3,523.4,409.3,447.9,580.0
2910,414.1,552.4,448.1,421.0,460.0
2911,581.4,682.2,622.4,587.8,400.0
2912,465.6,569.2,512.5,550.2,360.0
2913,567.0,687.9,609.0,691.5,780.0
2914,475.7,412.3,543.0,598.4,640.0
2915,403.5,408.9,523.7,474.5,440.0
2916,531.8,602.5,558.0,687.0,740.0
2917,372.4,527.0,486.6,473.9,340.0
2918,523.1,598.3,450.5,546.3,300.0
2919,441.4,549.3,425.4,414.1,160.0
2920,546.7,624.7,429.0,428.6,740.0
2921,515.5,488.8,469.8,474.1,680.0
2922,460.0,511.6,448.9,527.7,320.0
2923,443.6,600.5,558.7,561.3,740.0
2924,447.1,568.5,445.4,468.1,520.0
2925,473.7,661.7,555.8,385.7,520.0
2926,596.6,692.8,662.7,673.9,820.0
2927,531.3,648.2,579.8,486.4,360.0
2928,409.5,588.5,519.3,624.4,360.0
2929,458.5,624.4,597.0,673.0,640.0
2930,398.0,436.6,416.3,463.5,460.0
2931,526.2,617.6,607.7,512.0,720.0
2932,476.3,635.6,444.7,588.5,780.0
2933,518.3,531.6,416.5,475.5,240.0
2934,576.0,599.9,481.3,525.9,780.0
2935,613.5,447.4,369.7,457.4,360.0
2936,641.2,682.2,642.4,770.0,940.0
2937,565.7,689.2,620.0,561.4,680.0
2938,488.9,425.6,424.4,407.7,280.0
2939,503.1,625.3,594.6,535.2,600.0
2940,598.8,592.9,536.3,708.9,380.0
2941,444.9,661.5,634.1,701.1,620.0
2942,665.0,678.4,579.0,715.6,660.0
2943,438.3,641.9,533.7,436.3,780.0
2944,511.2,481.5,490.3,533.3,520.0
2945,540.3,699.2,587.7,716.9,800.0
2946,515.5,530.6,536.7,545.0,540.0
2947,458.9,641.4,605.9,576.4,620.0
2948,524.4,546.2,565.4,458.8,560.0
2949,482.0,645.4,501.5,589.2,940.0
2950,663.8,682.5,664.6,733.0,940.0
2951,463.3,575.6,489.7,418.9,380.0
2952,583.3,613.5,602.9,537.5,360.0
2953,477.0,413.5,466.8,507.2,0.0
2954,465.0,525.8,423.4,493.1,500.0
2955,410.3,474.7,401.1,440.3,380.0
2956,611.1,610.3,554.9,464.9,320.0
2957,477.6,546.3,542.5,490.2,420.0
2958,550.2,670.3,622.9,622.4,680.0
2959,513.6,649.2,566.1,539.0,440.0
2960,472.1,597.1,455.2,630.9,520.0
2961,653.9,695.9,673.4,741.3,840.0
2962,424.0,618.7,618.7,533.1,0.0
2963,464.6,404.1,524.6,483.5,440.0
2964,484.4,555.0,532.2,417.5,320.0
2965,401.0,537.2,516.7,491.8,500.0
2966,432.5,438.6,451.2,374.3,520.0
2967,456.6,576.7,526.2,436.3,580.0
2968,387.6,570.5,481.0,525.8,540.0
2969,478.0,453.5,471.0,414.7,0.0
2970,459.7,607.1,587.6,510.5,720.0
2971,679.2,733.8,701.6,847.9,960.0
2972,559.7,617.9,579.3,493.6,360.0
2973,547.9,468.4,537.3,651.1,620.0
2974,544.9,624.0,554.6,549.0,560.0
2975,517.9,607.5,554.3,644.4,720.0
2976,563.7,564.4,480.9,684.6,560.0
2977,432.0,546.0,385.3,496.2,300.0
2978,603.9,636.9,593.5,658.4,940.0
2979,464.8,592.3,509.0,522.1,560.0
2980,528.6,629.2,591.8,489.7,680.0
2981,587.6,676.5,655.1,653.1,660.0
2982,636.4,657.5,641.4,572.5,580.0
2983,427.7,437.7,366.9,442.4,0.0
2984,441.2,476.8,556.9,488.7,440.0
2985,461.7,625.1,558.0,511.1,580.0
2986,515.6,528.2,571.4,425.2,580.0
2987,472.1,468.5,557.7,396.7,320.0
2988,427.6,409.1,474.1,454.5,400.0
2989,409.2,489.7,543.9,521.8,620.0
2990,531.8,604.5,604.3,544.9,540.0
2991,518.4,700.8,641.1,602.9,860.0
2992,483.7,652.1,570.3,444.0,660.0
2993,470.4,609.5,532.0,490.3,520.0
2994,422.9,590.1,436.3,433.9,340.0
2995,401.4,530.8,510.0,419.9,420.0
2996,629.5,668.5,619.7,725.3,840.0
2997,380.3,430.4,485.2,604.5,580.0
2998,409.7,566.6,547.0,511.7,640.0
2999,419.2,633.1,556.3,687.5,520.0
3000,379.5,607.8,490.6,487.1,440.0
3001,696.5,711.7,630.0,839.1,960.0
3002,532.4,577.4,536.9,466.0,500.0
3003,535.5,493.5,448.0,463.1,420.0
3004,517.0,606.7,487.7,548.8,580.0
3005,428.1,591.4,505.2,454.0,360.0
3006,430.5,602.3,535.1,602.2,760.0
3007,489.7,604.1,521.9,431.6,520.0
3008,461.8,594.6,588.7,598.2,660.0
3009,628.1,670.3,639.0,628.9,940.0
3010,488.9,622.7,535.4,429.9,380.0
3011,590.7,681.8,624.9,838.9,680.0
3012,546.7,641.7,580.0,658.5,640.0
3013,548.1,448.9,592.0,530.8,920.0
3014,668.0,709.0,595.4,739.2,920.0
3015,395.5,480.8,506.9,602.3,380.0
3016,490.0,603.3,551.2,409.8,720.0
3017,398.1,467.7,457.5,456.3,0.0
3018,653.2,663.2,682.1,723.0,920.0
3019,404.9,640.2,558.6,374.3,440.0
3020,477.0,635.2,550.3,459.5,620.0
3021,581.1,630.5,604.5,479.4,760.0
3022,448.4,558.4,490.6,470.4,380.0
3023,431.2,673.7,552.8,918.7,760.0
3024,457.6,600.7,500.4,441.5,340.0
3025,537.8,602.6,446.2,459.3,600.0
3026,608.5,695.8,645.7,637.1,900.0
3027,498.9,562.3,529.5,600.4,360.0
3028,456.9,571.7,519.9,384.5,560.0
3029,423.7,571.5,575.0,534.3,540.0
3030,650.2,630.0,608.7,590.2,400.0
3031,404.4,529.9,510.8,442.2,300.0
3032,490.1,506.7,492.5,535.9,560.0
3033,438.6,471.9,482.9,438.6,520.0
3034,481.5,488.3,479.6,570.7,560.0
3035,463.6,449.7,395.4,495.8,360.0
3036,438.1,571.0,534.7,387.6,220.0
3037,442.2,552.8,476.4,436.0,360.0
3038,440.4,401.6,452.5,593.1,240.0
3039,517.7,618.5,570.5,592.1,600.0
3040,487.3,556.2,431.5,523.9,340.0
3041,570.0,466.9,653.4,700.7,620.0
3042,503.9,451.1,483.8,457.5,620.0
3043,476.6,564.9,564.5,458.5,300.0
3044,396.6,483.0,410.5,599.9,380.0
3045,442.7,408.9,566.7,383.8,480.0
3046,438.5,482.4,590.8,423.9,560.0
3047,574.5,542.7,645.3,570.6,580.0
3048,437.8,508.7,485.0,383.4,400.0
3049,385.3,446.3,433.3,402.7,360.0
3050,480.5,626.8,464.3,466.5,340.0
3051,387.6,481.3,438.8,484.3,620.0
3052,452.2,495.9,555.9,549.3,460.0
3053,575.1,659.4,633.6,564.3,860.0
3054,450.3,580.1,530.7,586.0,540.0
3055,442.4,535.8,463.1,407.2,620.0
3056,416.7,455.6,484.0,446.6,480.0
3057,530.7,581.5,530.0,566.6,720.0
3058,434.1,413.7,454.6,397.2,340.0
3059,442.3,517.8,457.8,436.6,460.0
3060,429.1,616.3,547.9,537.3,420.0
3061,534.3,570.0,523.8,461.7,440.0
3062,431.7,489.3,426.5,554.7,0.0
3063,383.0,503.3,427.6,506.2,360.0
3064,451.2,718.9,641.0,602.0,580.0
3065,491.8,586.7,579.1,654.8,660.0
3066,555.9,647.9,626.6,525.3,640.0
3067,450.7,637.9,567.1,589.2,660.0
3068,391.7,493.2,520.3,522.4,300.0
3069,408.9,615.5,542.3,471.4,500.0
3070,482.4,654.9,541.8,428.7,380.0
3071,413.9,628.6,559.0,562.6,360.0
3072,482.7,563.0,495.9,511.6,640.0
3073,444.7,634.3,538.7,422.0,400.0
3074,466.7,616.8,559.5,496.2,560.0
3075,551.5,529.0,596.0,403.0,440.0
3076,422.0,497.5,420.5,460.9,380.0
3077,543.4,620.0,634.3,555.2,720.0
3078,664.6,687.7,646.5,862.4,960.0
3079,552.7,608.7,530.6,513.5,800.0
3080,606.1,647.5,552.9,691.0,780.0
3081,510.7,623.6,501.5,681.5,660.0
3082,409.6,646.8,581.4,548.3,580.0
3083,522.4,651.0,581.2,573.6,540.0
3084,483.7,568.4,530.1,502.2,520.0
3085,546.5,619.1,571.2,518.4,640.0
3086,426.0,594.0,524.0,426.4,0.0
3087,394.8,420.6,408.2,576.8,480.0
3088,520.4,581.0,418.0,442.4,580.0
3089,391.5,417.1,408.3,492.8,400.0
3090,450.3,628.6,566.6,528.4,320.0
3091,688.1,698.1,632.3,780.4,860.0
3092,441.0,403.9,410.7,445.5,700.0
3093,521.5,645.7,482.5,459.2,260.0
3094,604.3,655.2,583.8,592.8,560.0
3095,527.6,584.5,515.2,511.2,420.0
3096,445.6,463.5,458.1,436.7,320.0
3097,576.9,537.3,594.0,590.9,540.0
3098,394.1,525.6,538.3,503.5,580.0
3099,443.7,513.7,378.9,466.8,460.0
3100,421.7,524.2,481.1,559.8,620.0
3101,737.0,718.2,674.0,799.1,800.0
3102,449.6,640.0,465.8,538.5,740.0
3103,508.5,650.3,582.8,687.5,620.0
3104,689.8,681.2,631.2,777.2,920.0
3105,503.4,598.6,441.8,482.4,360.0
3106,484.9,626.4,566.8,545.7,600.0
3107,375.1,551.5,447.4,521.2,0.0
3108,479.0,606.3,493.6,409.1,540.0
3109,438.7,450.0,490.5,411.5,540.0
3110,492.5,602.5,535.7,637.9,480.0
3111,464.4,621.6,604.5,592.0,560.0
3112,573.6,672.7,642.2,591.4,820.0
3113,554.7,512.3,468.2,476.3,640.0
3114,501.0,431.4,507.7,378.6,620.0
3115,484.1,473.1,393.6,447.1,340.0
3116,468.0,619.0,563.0,638.4,420.0
3117,441.0,650.9,557.5,767.9,560.0
3118,487.1,593.6,579.6,467.9,680.0
3119,575.3,597.8,479.4,534.4,400.0
3120,437.3,544.8,472.9,410.3,560.0
3121,403.5,537.4,540.9,448.6,280.0
3122,563.7,614.4,537.8,514.4,520.0
3123,467.1,653.0,636.7,436.2,800.0
3124,555.7,673.9,503.5,644.9,380.0
3125,437.3,443.4,421.1,519.9,500.0
3126,423.0,502.3,487.0,521.0,540.0
3127,444.0,599.1,491.3,414.9,300.0
3128,582.9,623.5,524.8,542.5,840.0
3129,455.5,534.1,442.1,488.2,340.0
3130,496.8,574.3,557.2,495.4,600.0
3131,412.3,473.5,418.5,458.0,320.0
3132,467.1,665.7,644.4,755.7,600.0
3133,468.7,615.5,512.2,512.4,520.0
3134,410.7,558.6,451.5,417.6,460.0
3135,376.9,519.8,488.0,468.9,520.0
3136,629.7,645.6,602.6,701.6,700.0
3137,691.2,681.1,646.4,759.6,800.0
3138,455.8,543.2,504.5,474.5,620.0
3139,410.3,479.9,547.5,403.7,260.0
3140,472.9,494.8,381.2,385.5,0.0
3141,496.0,468.9,434.4,478.3,0.0
3142,595.2,670.2,609.0,738.4,840.0
3143,529.7,620.2,478.6,609.1,480.0
3144,458.7,434.7,378.8,416.3,560.0
3145,548.6,473.7,540.3,632.0,320.0
3146,589.5,659.5,639.7,559.0,520.0
3147,411.1,504.9,447.2,439.7,540.0
3148,497.4,634.8,668.8,636.7,680.0
3149,539.6,600.3,583.1,404.8,560.0
3150,406.6,565.3,432.3,442.4,300.0
3151,428.3,606.0,495.0,543.4,520.0
3152,419.8,599.1,496.5,501.7,720.0
3153,405.9,462.2,521.7,593.0,600.0
3154,405.9,638.6,563.1,592.4,640.0
3155,631.2,635.9,417.9,491.7,400.0
3156,638.3,673.3,676.5,656.9,0.0
3157,484.4,661.0,589.3,700.5,540.0
3158,550.6,583.5,579.6,749.1,660.0
3159,555.2,585.0,468.0,466.0,420.0
3160,381.4,543.8,428.1,398.9,360.0
3161,579.8,674.4,652.5,725.3,800.0
3162,402.9,502.1,396.6,487.9,0.0
3163,460.4,613.0,563.8,515.1,580.0
3164,411.7,627.7,560.3,461.0,520.0
3165,505.5,452.2,562.1,536.3,620.0
3166,437.1,491.6,449.8,430.3,340.0
3167,392.2,440.2,347.4,438.9,320.0
3168,587.1,562.6,581.4,644.8,560.0
3169,389.4,576.5,559.8,401.0,360.0
3170,566.5,669.4,661.4,686.0,880.0
3171,567.9,661.1,612.8,571.1,780.0
3172,447.4,427.6,439.1,441.5,280.0
3173,444.6,544.9,475.0,386.6,280.0
3174,374.6,437.2,470.9,396.3,0.0
3175,514.9,452.6,367.6,498.7,380.0
3176,489.1,470.4,463.1,462.6,280.0
3177,615.6,659.4,650.5,536.6,840.0
3178,515.0,650.7,594.7,572.8,680.0
3179,430.4,623.1,643.4,683.4,460.0
3180,505.1,462.8,549.4,447.2,480.0
3181,522.6,675.8,622.9,745.9,600.0
3182,414.4,593.9,542.0,495.0,640.0
3183,525.1,670.7,626.6,627.8,820.0
3184,471.5,554.6,533.5,527.2,400.0
3185,441.4,404.2,429.7,426.2,340.0
3186,558.9,662.9,611.9,676.0,440.0
3187,562.8,666.5,536.4,550.9,700.0
3188,474.2,593.1,514.5,473.9,560.0
3189,430.7,610.3,518.9,532.9,500.0
3190,453.1,620.1,515.4,438.3,480.0
3191,454.3,514.2,443.3,535.7,340.0
3192,519.3,645.7,587.3,549.4,680.0
3193,510.2,575.4,529.6,384.8,380.0
3194,519.5,568.9,594.2,458.2,420.0
3195,634.1,694.6,607.0,761.3,560.0
3196,385.4,512.1,463.2,621.0,620.0
3197,406.8,561.9,469.4,434.7,260.0
3198,431.0,415.4,372.2,453.0,300.0
3199,442.4,540.7,541.6,472.4,600.0
3200,547.9,632.4,597.5,649.8,540.0
3201,484.1,540.2,400.4,566.6,580.0
3202,525.5,579.8,563.2,512.4,660.0
3203,497.0,626.3,539.5,530.9,660.0
3204,654.6,662.2,632.4,607.9,760.0
3205,587.5,640.3,570.7,655.7,580.0
3206,487.8,575.2,541.5,620.0,0.0
3207,405.4,486.8,531.3,455.7,560.0
3208,463.0,598.0,609.0,654.5,600.0
3209,584.6,660.9,602.1,535.7,400.0
3210,424.1,420.8,482.9,382.6,300.0
3211,576.9,659.3,626.4,637.9,560.0
3212,498.6,624.0,561.5,396.7,720.0
3213,699.7,743.5,689.4,740.0,800.0
3214,546.1,653.8,606.4,560.8,840.0
3215,540.4,555.7,517.5,618.3,700.0
3216,506.0,526.4,454.6,483.6,540.0
3217,490.7,658.2,548.2,607.6,560.0
3218,562.3,524.3,539.4,533.2,400.0
3219,447.1,509.3,473.9,552.8,660.0
3220,495.5,553.9,524.2,560.7,560.0
3221,503.5,584.5,551.6,447.9,640.0
3222,448.7,498.6,350.6,421.4,440.0
3223,518.7,628.9,569.6,464.6,720.0
3224,528.5,656.2,616.4,628.0,320.0
3225,412.0,563.4,330.5,473.9,440.0
3226,649.0,732.2,655.3,803.7,720.0
3227,436.6,616.1,530.3,506.5,600.0
3228,477.5,635.4,615.0,538.8,740.0
3229,367.4,479.6,493.7,554.7,560.0
3230,409.0,489.5,464.9,493.2,560.0
3231,489.7,647.4,610.0,712.2,920.0
3232,457.7,600.0,486.3,423.1,680.0
3233,397.7,415.5,441.3,421.7,340.0
3234,563.1,589.0,575.8,493.5,640.0
3235,499.1,577.9,500.7,499.1,520.0
3236,607.1,622.2,585.1,644.7,560.0
3237,387.4,638.4,546.9,490.8,560.0
3238,559.0,563.5,521.2,460.4,660.0
3239,388.2,534.2,386.1,589.9,360.0
3240,428.6,551.6,385.5,578.0,600.0
3241,467.2,653.4,610.4,669.3,560.0
3242,494.7,414.4,458.6,561.4,480.0
3243,522.0,542.0,485.3,431.2,360.0
3244,409.9,440.2,464.0,407.0,520.0
3245,431.8,556.4,532.0,542.2,340.0
3246,505.1,645.3,612.5,602.4,760.0
3247,461.7,578.2,514.2,530.3,540.0
3248,444.3,636.1,551.3,663.2,680.0
3249,538.6,634.5,521.5,443.0,720.0
3250,463.9,452.0,441.6,486.6,300.0
3251,610.7,622.0,419.3,492.1,600.0
3252,446.1,404.0,469.9,435.3,320.0
3253,512.9,616.7,574.4,654.5,680.0
3254,539.6,612.9,506.3,680.8,340.0
3255,513.3,571.8,525.6,518.9,560.0
3256,505.3,613.5,632.4,561.8,620.0
3257,420.7,529.2,425.2,425.8,260.0
3258,605.1,627.4,599.4,654.5,460.0
3259,621.2,664.5,604.7,513.0,880.0
3260,570.8,478.9,499.1,505.3,400.0
3261,526.1,655.4,605.6,567.0,520.0
3262,445.6,469.7,451.9,446.7,300.0
3263,568.5,617.7,558.2,619.8,340.0
3264,478.4,575.9,549.2,552.6,580.0
3265,407.9,592.5,520.1,492.2,520.0
3266,547.0,684.2,666.2,741.6,820.0
3267,537.1,532.4,386.9,447.2,360.0
3268,445.8,483.7,537.4,450.9,540.0
3269,557.8,654.4,611.0,534.7,480.0
3270,611.1,616.9,570.2,595.9,500.0
3271,452.9,561.7,505.1,429.5,420.0
3272,603.9,660.1,613.5,538.4,500.0
3273,481.9,581.6,538.5,668.9,620.0
3274,481.2,437.0,539.6,556.9,520.0
3275,585.7,543.2,510.1,485.6,860.0
3276,643.3,613.7,528.7,587.1,740.0
3277,544.5,637.1,566.3,523.2,360.0
3278,435.8,487.2,540.2,526.2,520.0
3279,442.5,530.0,507.6,392.6,280.0
3280,446.4,662.0,610.8,470.7,540.0
3281,609.1,653.3,620.4,713.2,460.0
3282,604.8,627.4,603.0,672.7,640.0
3283,464.7,494.5,435.1,384.5,300.0
3284,427.1,491.4,377.8,411.8,280.0
3285,395.9,493.8,505.1,520.3,520.0
3286,493.0,593.7,520.6,524.9,740.0
3287,436.5,398.5,412.8,415.5,320.0
3288,566.9,630.2,592.8,422.5,660.0
3289,391.9,420.6,434.7,660.1,600.0
3290,462.8,581.6,541.5,490.5,320.0
3291,557.0,618.4,585.0,396.7,600.0
3292,408.6,545.5,495.6,510.1,320.0
3293,560.5,451.3,387.8,505.5,320.0
3294,424.1,515.8,514.0,489.0,780.0
3295,419.0,571.7,507.6,525.0,560.0
3296,479.1,611.6,581.8,651.1,840.0
3297,538.5,622.5,575.4,602.4,380.0
3298,477.5,491.4,528.8,538.5,300.0
3299,568.5,613.4,593.1,574.6,640.0
3300,496.3,597.7,519.0,504.1,340.0
3301,533.3,460.2,468.9,395.1,280.0
3302,391.4,570.9,556.3,445.3,580.0
3303,507.6,509.2,479.5,432.1,520.0
3304,396.7,561.9,459.8,493.8,300.0
3305,500.4,706.7,623.4,649.8,580.0
3306,452.1,640.2,583.2,563.1,600.0
3307,456.2,595.2,515.2,560.2,460.0
3308,424.1,532.3,409.9,628.7,380.0
3309,475.9,623.8,577.1,453.1,480.0
3310,492.4,628.2,484.6,527.5,440.0
3311,487.2,627.5,556.3,382.4,760.0
3312,575.1,652.4,623.4,720.8,700.0
3313,541.2,547.1,433.8,413.2,340.0
3314,716.2,717.1,632.0,875.7,920.0
3315,433.1,587.4,542.5,681.9,560.0
3316,508.0,652.4,595.0,494.8,360.0
3317,568.8,638.7,591.8,666.2,520.0
3318,511.4,646.2,559.8,493.1,400.0
3319,561.8,616.2,559.0,443.9,360.0
3320,401.8,642.0,602.3,482.1,600.0
3321,423.1,596.8,494.9,497.2,520.0
3322,474.9,618.1,543.3,650.6,520.0
3323,516.0,650.5,549.1,634.8,380.0
3324,472.6,510.4,476.1,467.5,800.0
3325,403.9,634.6,526.2,527.6,620.0
3326,407.4,590.4,410.9,486.5,380.0
3327,460.1,646.6,571.8,555.9,600.0
3328,563.3,575.2,514.8,590.0,580.0
3329,421.1,586.8,508.2,576.3,380.0
3330,559.5,439.6,415.9,490.5,520.0
3331,405.1,504.4,472.8,376.2,520.0
3332,554.8,679.3,623.9,697.3,640.0
3333,513.8,580.9,558.8,531.3,360.0
3334,610.1,667.9,612.1,610.5,940.0
3335,531.1,578.8,595.3,494.5,660.0
3336,450.5,582.9,380.9,526.8,540.0
3337,412.9,511.6,325.6,535.9,300.0
3338,563.4,588.5,594.2,631.3,560.0
3339,663.9,688.9,610.3,809.6,920.0
3340,459.4,618.4,617.2,633.4,600.0
3341,545.5,653.7,613.7,412.9,560.0
3342,557.7,565.5,519.7,458.3,720.0
3343,407.1,421.3,466.9,571.9,380.0
3344,447.5,579.7,527.3,437.4,700.0
3345,601.8,666.6,614.4,549.0,460.0
3346,591.1,626.6,604.3,721.2,360.0
3347,408.5,589.6,542.1,526.7,540.0
3348,633.9,649.7,619.0,582.7,800.0
3349,419.9,456.8,430.8,403.2,300.0
3350,379.5,470.5,426.4,379.4,260.0
3351,562.1,568.4,498.6,489.9,660.0
3352,489.0,617.0,569.7,582.5,780.0
3353,501.3,569.8,513.1,539.3,680.0
3354,520.5,663.6,598.5,695.7,680.0
3355,535.4,577.8,512.7,637.1,420.0
3356,408.5,530.6,491.8,454.9,280.0
3357,550.0,416.3,419.6,468.7,320.0
3358,517.1,618.4,453.7,503.0,600.0
3359,573.1,638.0,651.3,473.9,960.0
3360,445.4,537.2,433.5,439.2,360.0
3361,593.9,622.3,604.6,667.7,680.0
3362,392.4,530.2,449.0,462.9,240.0
3363,488.1,531.4,520.1,406.8,300.0
3364,408.6,524.7,509.5,531.7,500.0
3365,411.5,555.1,454.6,470.7,280.0
3366,569.4,617.6,548.5,548.0,560.0
3367,529.9,652.2,618.7,547.9,320.0
3368,654.8,696.9,627.4,677.3,840.0
3369,421.2,503.2,424.3,539.3,300.0
3370,448.5,480.8,511.6,447.6,320.0
3371,575.9,653.1,620.2,611.2,620.0
3372,696.8,680.9,607.4,769.9,880.0
3373,514.9,640.6,636.4,708.9,580.0
3374,409.0,565.8,568.9,559.2,520.0
3375,505.0,618.1,575.7,537.9,340.0
3376,537.4,639.6,433.5,424.6,520.0
3377,434.3,504.0,465.1,423.7,280.0
3378,533.3,533.7,596.1,515.9,600.0
3379,576.8,669.5,511.3,629.7,800.0
3380,426.0,501.7,526.3,394.6,480.0
3381,511.6,639.7,589.1,676.4,680.0
3382,447.1,549.1,425.5,549.4,540.0
3383,491.7,616.8,595.6,548.1,620.0
3384,646.2,658.2,695.9,756.7,880.0
3385,446.4,545.2,423.4,448.4,320.0
3386,551.2,551.8,507.1,587.6,720.0
3387,496.1,593.5,530.9,447.9,320.0
3388,424.0,595.5,478.5,559.5,360.0
3389,463.7,648.3,642.4,682.4,600.0
3390,487.0,499.1,488.8,429.5,260.0
3391,538.1,619.4,558.9,523.9,360.0
3392,454.8,470.9,540.2,451.9,380.0
3393,494.4,635.6,568.5,566.3,580.0
3394,551.2,595.3,488.4,517.8,460.0
3395,567.3,631.7,540.1,508.7,920.0
3396,576.3,626.7,632.5,703.1,600.0
3397,444.0,460.6,557.3,377.3,300.0
3398,559.7,487.9,467.1,476.2,580.0
3399,415.7,592.1,444.8,434.5,340.0
3400,420.8,530.7,510.7,505.0,320.0
3401,396.6,545.3,459.2,475.7,580.0
3402,603.2,644.6,609.8,706.2,600.0
3403,490.8,502.0,533.0,501.9,420.0
3404,530.8,612.1,586.4,528.8,600.0
3405,571.4,635.7,568.2,722.3,780.0
3406,606.8,613.3,626.6,719.0,560.0
3407,473.2,613.0,477.1,417.8,380.0
3408,491.0,640.7,590.1,439.5,400.0
3409,561.9,621.8,569.8,603.4,680.0
3410,431.7,630.9,578.9,482.7,640.0
3411,393.1,512.3,449.2,465.3,340.0
3412,496.4,434.1,530.4,396.8,320.0
3413,522.5,576.9,563.9,522.7,720.0
3414,453.6,632.2,568.6,585.8,720.0
3415,379.7,488.0,571.0,481.5,720.0
3416,486.7,552.9,418.4,470.8,520.0
3417,496.4,628.2,613.4,697.8,580.0
3418,374.6,568.5,448.2,402.1,500.0
3419,430.8,546.5,433.5,517.1,420.0
3420,423.5,510.0,372.1,487.3,300.0
3421,409.5,552.5,520.9,477.0,780.0
3422,430.1,620.6,523.5,455.0,560.0
3423,414.0,507.5,453.0,387.9,380.0
3424,391.7,603.6,446.6,470.3,580.0
3425,459.0,665.5,601.1,624.3,500.0
3426,573.3,693.6,598.8,717.8,780.0
3427,489.5,613.4,528.0,498.1,360.0
3428,513.3,638.1,602.1,668.5,700.0
3429,490.3,510.5,463.8,553.8,680.0
3430,479.7,562.6,395.0,405.0,300.0
3431,436.6,470.6,404.8,393.2,500.0
3432,461.4,598.5,484.5,580.4,540.0
3433,508.9,601.5,559.1,436.8,540.0
3434,506.4,602.9,531.6,593.3,380.0
3435,507.1,586.4,594.9,544.7,400.0
3436,495.0,657.0,491.6,555.6,680.0
3437,471.5,530.9,538.1,534.8,360.0
3438,433.8,611.8,587.8,461.9,0.0
3439,508.2,434.1,481.1,502.5,480.0
3440,487.9,626.5,448.9,710.5,720.0
3441,460.2,563.2,528.0,497.0,300.0
3442,628.4,675.2,649.1,753.7,840.0
3443,616.5,620.1,511.3,447.8,540.0
3444,512.4,667.6,592.4,691.7,660.0
3445,391.8,499.9,490.6,386.0,480.0
3446,480.2,523.2,440.3,444.0,300.0
3447,539.1,618.8,580.6,568.2,380.0
3448,625.5,660.9,605.5,690.0,820.0
3449,430.1,526.6,466.1,469.3,520.0
3450,412.1,609.5,507.5,554.0,520.0
3451,510.7,534.7,464.7,405.6,360.0
3452,578.7,665.0,591.9,693.1,660.0
3453,518.9,601.9,492.7,498.7,680.0
3454,623.7,659.5,572.0,601.0,440.0
3455,641.1,702.1,706.0,692.0,640.0
3456,503.2,535.6,355.1,468.2,340.0
3457,623.9,699.3,626.8,702.4,660.0
3458,465.9,651.7,596.7,459.7,560.0
